Short,KCID,Specification,Weight,Customs code:,Price,Pic
M H2N-24KK,75180133,M H2N-24KK,0.85 kg,84836020,98.99,https://store.konecranes.com/medias/75180133.jpg?context=bWFzdGVyfGltYWdlc3wxMTIxODN8aW1hZ2UvanBlZ3xpbWFnZXMvaGQ0L2hmYy84OTI5MzY1NzUzODg2LmpwZ3wzOGM3YzgyMTI3ZWI5MGI5MzhiMzk1ZGU0YjMzNzIxMjFjNGNlN2E3YzkxNDI4MGIyNDdkMGIxZDc3MjU3Y2Uz&v=e5cf8f64
FG06KB100,71775433,FG06KB100,3 kg,84831095,670.09,https://store.konecranes.com/medias/71775433.jpg?context=bWFzdGVyfGltYWdlc3wyNzgzNHxpbWFnZS9qcGVnfGltYWdlcy9oM2IvaDAxLzg5MjkyODE5MzMzNDIuanBnfGNkMjE5OGExOTc5MTc3Mzc2OWYxZGU1YjlhNzIxNzhhYWI5NjI3Yjg2OTc5NzBiZWRjZWMzNDg5MmU1NmNkNGY&v=e5cf8f64
D04 71 125.1 - 70H7-11.5,71502033,"D04 71 125.1 - 70H7-11,5",0.4 kg,84839089,188.71,https://store.konecranes.com/medias/71502033.jpg?context=bWFzdGVyfGltYWdlc3wyNTYxNnxpbWFnZS9qcGVnfGltYWdlcy9oNDQvaDAxLzg5Mjc5MzQ3MDk3OTAuanBnfDgwZTA3ZjAzMjcyYjRjNDIwODNmOGUxZDIwNDZhN2I0YjE3YzkzYjNlMWRlMWQ3NjQwYTFjOTEwNDg0Yjc5ZDY&v=e5cf8f64
"DMR 3, Rope Diameter: 7 mm, Rope Reeving Direction: Left",90086233,DMR 3/ 7,0.84 kg,84311000,878.01,https://store.konecranes.com/medias/90086233.jpg?context=bWFzdGVyfGltYWdlc3wzNDU5OHxpbWFnZS9qcGVnfGltYWdlcy9oMTQvaDJlLzg5Mjc4MDU0NzI3OTguanBnfDQyYmQ3OWE0MTg3NjNlNTVkMWVkOTVmNWFiNWNlMjFhYWU5YThkNmQ2MDU3MjYzOTU1NWYwYmJmYTU3YzlhMTg&v=e5cf8f64
FG06,35059133,FG06,0.28 kg,85030099,228.26,https://store.konecranes.com/medias/35059133.jpg?context=bWFzdGVyfGltYWdlc3wyMDAwNHxpbWFnZS9qcGVnfGltYWdlcy9oZWUvaDQ1Lzg5Mjc0MTM2OTg1OTAuanBnfDMzYzQyODQyZmI2OWE3ZWJiMDRjZTVhZjFjMDZlYzg1Njg2MThlNzRjNzdhMjYzMjEwYzBmZWI3NjQyYTNjNDk&v=e5cf8f64
DMR 3-20,75182033,DMR 3-20,0.08 kg,73181595,54.13,https://store.konecranes.com/medias/75182033.jpg?context=bWFzdGVyfGltYWdlc3wyMjEwOXxpbWFnZS9qcGVnfGltYWdlcy9oNTUvaDliLzg5MjkzNjY1NDAzMTguanBnfDM0MTMxNTVlNGI5MDFkOTdiMjJhNmM3ZDM1MzNlMDBjOGFlYmJiOTU3NzQ2ZTg3ZWMyYWJjNWNhYjYyYzVjYzM&v=e5cf8f64
H1,75226033,H1,0.04 kg,84839089,15.93,https://store.konecranes.com/medias/75226033.jpg?context=bWFzdGVyfGltYWdlc3w0NDAzM3xpbWFnZS9qcGVnfGltYWdlcy9oY2QvaDY3Lzg5Mjc4NDMyMjE1MzQuanBnfGYwZmIzYTVkYTA1YzM0Njc3MTkwNGQ3OGMxY2U4ZjMwYWY1MGQyYTJjMzAxMWZiMjhmY2U0ZTZiMjk3YzAxYjA&v=e5cf8f64
"BD010,BD015",75162233,"BD010,BD015",1.35 kg,85030099,193.23,https://store.konecranes.com/medias/75162233.jpg?context=bWFzdGVyfGltYWdlc3w2Mjk5NXxpbWFnZS9qcGVnfGltYWdlcy9oYWEvaDYxLzg5Mjc4NDIxNzI5NTguanBnfDEzM2YzMzE0ZmZlMTdlNmUwNzliZjI4MGFhYTI5ZDE5MjEyMTFmZmRmN2VlNWRlMGI1YjA5YmYyNGEzNzU5NTQ&v=e5cf8f64
FG06 KB71-112,71721033,FG06 KB71-112,0.4 kg,73181900,117.52,https://store.konecranes.com/medias/71721033.jpg?context=bWFzdGVyfGltYWdlc3w1MTUzMHxpbWFnZS9qcGVnfGltYWdlcy9oMTEvaDZkLzg5Mjc2ODczMTEzOTAuanBnfGIzZWIzZDhkYmVlYTljYjAxYjA0YWM5YjU5MTllZDNjNGY1OWRiMWRmZTRjZTllY2E0NmZlMDg3NGJjMGIxYmM&v=e5cf8f64
"ZBV112-132, ZBV160 B12/2",75058033,"ZBV112-132, ZBV160 B12/2",0.85 kg,84314980,92.66,https://store.konecranes.com/medias/75058033.jpg?context=bWFzdGVyfGltYWdlc3wzMzcyM3xpbWFnZS9qcGVnfGltYWdlcy9oYTIvaDgxLzg5MjkzMDg0MDk4ODYuanBnfGQwZmZmZDY5Y2VkYzVhMjMzNDdlM2Y3ZDU4MDJkNmE5NDg1YWM5MjU3M2ZhNzJiMWRjYjFjMjNlOGUxNjg3MGU&v=e5cf8f64
BD030,75163233,BD030,2.11 kg,85030099,237.30,https://store.konecranes.com/medias/75163233.jpg?context=bWFzdGVyfGltYWdlc3wzNTMwM3xpbWFnZS9qcGVnfGltYWdlcy9oNGQvaDY0LzkwMTU1MzI5MTI2NzAuanBnfGY4MDQyMGY1N2Q4ZTcwNmNlYjZjOTQ4MTc5OTkwZWEzMTU5OTA0ZTlkOTg2MmY2MTdlYmE3NmQ3N2RmZTQ0OGM&v=e5cf8f64
G H1N-24,35193233,G H1N-24,0.35 kg,84836020,69.95,https://store.konecranes.com/medias/35193233.jpg?context=bWFzdGVyfGltYWdlc3wxMDgzNzJ8aW1hZ2UvanBlZ3xpbWFnZXMvaDM2L2hmZC84OTI4MzA2ODg4NzM0LmpwZ3w0MmVhMTAwMWZjM2U3OWU1ZWY3YmJhZjlhNTFlN2YwZjNkZDY3OGVkZDRiOTMxNGE1MzM4ODJjY2E0NTZmYTEz&v=e5cf8f64
,52295845,MT10-J291V,0.74 kg,85030099,174.00,https://store.konecranes.com/medias/52295845.jpg?context=bWFzdGVyfGltYWdlc3wyODk4MnxpbWFnZS9qcGVnfGltYWdlcy9oYzgvaGNmLzg5NDU1NzMxNjcxMzQuanBnfDJiN2JlZWE4MTZjZTEyY2ZjNDdlODgyOGQwY2UyNWFiNzAxYjU4YmZmNTFlYmM5ZWZlMzIxNDM1MzQwNzlkODA&v=e5cf8f64
,52295844,MT10-J290V,0.56 kg,85030099,156.00,https://store.konecranes.com/medias/52295844.jpg?context=bWFzdGVyfGltYWdlc3w5MDU3N3xpbWFnZS9qcGVnfGltYWdlcy9oMzgvaDllLzg5NTQ2MTI2MTMxNTAuanBnfDEzZjAyYjM3NTg5ZDc3ZTQxYjk1MDJhYjBiODljZWZlNWU0NGM2OWI5YjY3YTIyZjllODhhZTliZGJhY2Q1Zjc&v=e5cf8f64
"ZBV112-132, ZBV160 B12/2",75057733,"ZBV112-132, ZBV160 B12/2",0.09 kg,85030099,80.46,https://store.konecranes.com/medias/75057733.jpg?context=bWFzdGVyfGltYWdlc3wzOTAxMHxpbWFnZS9qcGVnfGltYWdlcy9oMTEvaGJjLzg5Mjc5ODExMDkyNzguanBnfDM5OTYzZTEwYTdlNzYyYjgxZjVkNmRkMTgzZjFhNDE4NDFjYWYzZDkyMzQxYjliMzMxYTMyMjY1ZDY4OTk5NTU&v=e5cf8f64
ZBV/ZBT112 B-L,75051033,ZBV/ZBT112 B-L,1.25 kg,85030099,102.60,https://store.konecranes.com/medias/75051033.jpg?context=bWFzdGVyfGltYWdlc3w0MDk1MXxpbWFnZS9qcGVnfGltYWdlcy9oNjEvaGZlLzg5Mjc5ODAzMjI4NDYuanBnfGI5OTBiMTg0MWMzZDRhMzEwZmFhZTYxNWVmMWQ2MjEzN2YxNGE2MWIyOGExYzZjODk2Njk2YjIwNDlmOTdlN2Y&v=e5cf8f64
,52292741,MT10-K238V,0.9 kg,85030099,,https://store.konecranes.com/medias/52292741.jpg?context=bWFzdGVyfGltYWdlc3wzNDY5NXxpbWFnZS9qcGVnfGltYWdlcy9oOWYvaDk3Lzg5NDU1NTIyNjExNTAuanBnfDBjZmY5YmFhM2VhNGNjMThhMDY3OWJhYzQ5MmJmNmJiMjhkZGQzZTkyMWE1M2UzYzA2NGU3YzdhOWM4N2E4MDk&v=e5cf8f64
"FG06 - i= 3,99-12,9",81369333,"FG06 - I= 3,99-12,9",1.95 kg,84831095,761.62,https://store.konecranes.com/medias/81369333.jpg?context=bWFzdGVyfGltYWdlc3wyNDY1N3xpbWFnZS9qcGVnfGltYWdlcy9oNjkvaDg3Lzg5Mjc2NTI0NDYyMzguanBnfGQyMjJhMzE2YmViZGNlZDYxNGZiZDcwZTQyOThhY2EyMzVjMjYzZTdkNzIwMTVkNzU0M2I1MzZiMWZjZjA5NTc&v=e5cf8f64
FG08KB112,71785133,FG08KB112,5.3 kg,84831095,"1,130.00",https://store.konecranes.com/medias/71785133.jpg?context=bWFzdGVyfGltYWdlc3wyNzgzNHxpbWFnZS9qcGVnfGltYWdlcy9oMTMvaDNiLzg5MjkyODI5ODE5MTguanBnfGVmOWNhNmRkOGIwZDZkYzljYTE4NGQ3NWFjMGIzZTZiYzI3MjhhNDRmZTE4NWM1ZmMyOWExNjk1MThjMWQ0N2U&v=e5cf8f64
FG06/KB 100,71772033,FG06/KB 100,7.1 kg,85030099,565.00,https://store.konecranes.com/medias/71772033.jpg?context=bWFzdGVyfGltYWdlc3wzMjI5N3xpbWFnZS9qcGVnfGltYWdlcy9oN2MvaDE5Lzg5MjkzNzg0MDIzMzQuanBnfDI1ZjBjMzU4Y2Q1ZjU5ZDlmNDYxZjEyMTQwNmY0YWYxNjM1N2EyOTc3YzAxZTZlZjVmM2Q4NjBjMjE3YmVmZTE&v=e5cf8f64
FG08,35060133,FG08,2.62 kg,84839089,620.37,https://store.konecranes.com/medias/35060133.jpg?context=bWFzdGVyfGltYWdlc3w0MzkwNXxpbWFnZS9qcGVnfGltYWdlcy9oNTEvaGRjLzg5Mjc2NjYzMzk4NzAuanBnfDEwZjY0NmNlMWE0ZmYyYjQ1NjdmNzlmZmM1OGU5ZDM3NmU0NGUxODhlODc5MWQ1YTAxZjgwMjUyMTU2NThhMDY&v=e5cf8f64
FG06KB100ZN,71776933,FG06KB100ZN,2.85 kg,84831095,958.24,https://store.konecranes.com/medias/71776933.jpg?context=bWFzdGVyfGltYWdlc3wyNzgzNHxpbWFnZS9qcGVnfGltYWdlcy9oNzMvaDY5Lzg5MjkyODI3MTk3NzQuanBnfDJiZDQwYzhhNjljYzA5ZmRiY2FjOTUyY2UyNGNiNjM4ZGJlYzk1ZjUyYTk4ZjA3NGI0MGZlNjE2YjEyZDhjOGQ&v=e5cf8f64
H1 - ZBV FI,90210933,H1 - ZBV FI,0 kg,84839089,54.13,https://store.konecranes.com/medias/90210933.jpg?context=bWFzdGVyfGltYWdlc3wxMTEzNDB8aW1hZ2UvanBlZ3xpbWFnZXMvaDYxL2gwYy84OTI4MDE5NjQ0NDQ2LmpwZ3xmNDhjZjM2OTEzODNhMmU0NjNkZTUyNGM3NjU5N2JiYzExMTY3MTg3YmNiOGY0MWZhZGFmNjlhYWNlMDUxZTEz&v=e5cf8f64
FG08,35060333,FG08,1 kg,84839089,,https://store.konecranes.com/medias/35060333.jpg?context=bWFzdGVyfGltYWdlc3wzMDI1MHxpbWFnZS9qcGVnfGltYWdlcy9oM2QvaDJkLzg5MjgxOTM2NDI1MjYuanBnfGNkZTM0MzIyMGQ0ZGNkN2E1MjQyNDFkMjJiMzZhZDFjYmM0Y2I3ODM1Nzc0MTBiOGIzYjdlY2RjMmEwNjJlZjE&v=e5cf8f64
"Sheave Diameter: 204 mm, Pitch Diameter: 187.6 mm, Rope Diameter: 7 mm, Bearing Included: Yes, 180 7 - DMR 3",91260133,180  7   - DMR 3,3.82 kg,84835080,279.11,https://store.konecranes.com/medias/91260133.jpg?context=bWFzdGVyfGltYWdlc3w1MTE3OXxpbWFnZS9qcGVnfGltYWdlcy9oNjcvaGE5Lzg5Mjc4MDgzNTYzODIuanBnfDUyYWNjMjE2NmYwNzY2YzQ5MGMwNTQzYWQ1YTM0MTZhYmYzYzhlNmExOTRiMDIwNzRiY2IzNjFkMjFmZmFkNWI&v=e5cf8f64
G H1N-16,35193033,G H1N-16,0.38 kg,84836020,69.95,https://store.konecranes.com/medias/35193033.jpg?context=bWFzdGVyfGltYWdlc3wxMTg3MDl8aW1hZ2UvanBlZ3xpbWFnZXMvaDBjL2hhZS84OTI4MzA2MzY0NDQ2LmpwZ3xhMTFhMzA0ODQ4ODVkZTg0Nzk2MmZkNmNjOWVhZTlhZGYyYWUxNjY2MzQ0MjkxODA0OWYzMzBhOTU4NzkwZGNl&v=e5cf8f64
Hook size 1.6 -SPX2,59217033,"DIN 15106-1,6-SPX2",0.4 kg,84311000,90.74,https://store.konecranes.com/medias/59217033.jpg?context=bWFzdGVyfGltYWdlc3wzMDMwMHxpbWFnZS9qcGVnfGltYWdlcy9oMTQvaDE3Lzg5Mjg1MTIzNDQwOTQuanBnfDBhZDIyOTllNWJjYzRmYWI5NjE0OGRmZjRjZGZhMGYzM2E5OGJlZGVmMGQzN2MxNjIyZDMzNjZhOWM4MDQ3MGE&v=e5cf8f64
Includes Brake Wheel: Yes,52314609,SP-NM38730JPMV,0.4 kg,85059090,825.60,https://store.konecranes.com/medias/52314609.jpg?context=bWFzdGVyfGltYWdlc3w4MDIwNHxpbWFnZS9qcGVnfGltYWdlcy9oZWEvaDdjLzg5MjcwNzc5NTc2NjIuanBnfGFmZDI2MzJkOTVhOWM1MjcxMjNiZjhhZDk2N2YwZDllNmIyMDE3MTY1ZTU4NjEzOTY5OWQxY2IwNTNhZmYxZDg&v=e5cf8f64
FG08,35064133,FG08,0.75 kg,85030099,267.81,https://store.konecranes.com/medias/35064133.jpg?context=bWFzdGVyfGltYWdlc3wzMTk2MXxpbWFnZS9qcGVnfGltYWdlcy9oNzQvaGExLzg5MjgxOTM5MDQ2NzAuanBnfGMwYjNmYzgxMWQzMGFmNjhmZjk5YWU2NTg4NjVmYWVlYzM0MDI1OWU3YmMzMTNlNzZlZjM4ZDVmZDU5NjZmNTc&v=e5cf8f64
"BD010,BD015",75162433,"BD010,BD015",0.1 kg,85030099,55.48,https://store.konecranes.com/medias/75162433.jpg?context=bWFzdGVyfGltYWdlc3wzMzkxOXxpbWFnZS9qcGVnfGltYWdlcy9oNzkvaDQ1Lzg5Mjc0MjczMzAwNzguanBnfDUwY2RhY2YwZTJhZjJjY2RmMzI2ZmViZDBiYzVlYjJhZjQ5NjliMGQwNThlZmMyZmI1YTdiZTExZDM1ODgzNDQ&v=e5cf8f64
,52292742,MT10-K237V,0.9 kg,85030099,667.20,https://store.konecranes.com/medias/52292742.jpg?context=bWFzdGVyfGltYWdlc3wyNzc2OHxpbWFnZS9qcGVnfGltYWdlcy9oODUvaGJlLzg5NDQxNDA2NDg0NzguanBnfGRjZGZjMjdjNmRmZjAxNzkxMGVkOTM0NmU3MjRkZDg1YTU3ZTY1OTgxNGI4MWJhYjAwMTViNTI3MDM2YjY4YzA&v=e5cf8f64
FG08KB112ZN,71786633,FG08KB112ZN,5.55 kg,84831095,"1,474.65",https://store.konecranes.com/medias/71786633.jpg?context=bWFzdGVyfGltYWdlc3wyNzgzNHxpbWFnZS9qcGVnfGltYWdlcy9oMDcvaDJhLzg5MjkzNTUwMDU5ODIuanBnfDI5NTIzZmYyODczNGRhZTQ0ZmNmNzA2MDhiOGZiMmI5MWQwNjJkNDdkN2MyY2Y2ZmYzMjZlNjVhOTYzMTk0NmY&v=e5cf8f64
"FG08 - i= 4,02 -14,3",71735233,"FG08 - I= 4,02 -14,3",8.1 kg,84831095,"1,360.52",https://store.konecranes.com/medias/71735233.jpg?context=bWFzdGVyfGltYWdlc3w0OTU0MnxpbWFnZS9qcGVnfGltYWdlcy9oNWQvaGI2Lzg5Mjc2ODc1NzM1MzQuanBnfDk1ZmZmMTA4NGVlYzk5YWQ5YWExYmZjMDBkZjFkOWJjZDAwOTVlMGEyMjdjYTU0YTFkNWMxMmQwMzI2YmM2NmI&v=e5cf8f64
FG08/KB 112,71781433,FG08/KB 112,9.8 kg,85030099,828.29,https://store.konecranes.com/medias/71781433.jpg?context=bWFzdGVyfGltYWdlc3w0NTEzNHxpbWFnZS9qcGVnfGltYWdlcy9oZDQvaGFmLzg5Mjc3NDEwNTA5MTAuanBnfDkxYmYxNThlNjMwMWVhMDI1OTk2ZmE2MjE3YmY2NGQ1YzM4N2Q2MGE5ZGJhZmFhODBmZGY4ZjY3MjY0MTZlMzE&v=e5cf8f64
Hood FG08-KB112-160,35064033,HAUBE FG08-KB112-160,0.55 kg,84839089,93.45,https://store.konecranes.com/medias/35064033.jpg?context=bWFzdGVyfGltYWdlc3wxMDIxNjN8aW1hZ2UvanBlZ3xpbWFnZXMvaGM0L2hmZS84OTI4Mjk5ODEwODQ2LmpwZ3xiN2Y2OTMyM2VmMjkxODI3MWQ5NzVlZTk3OTM0ZTk4MTQ4MGYyN2UwNzE1Y2NkOTY1ZjVlNDc1YjdlZmM5YTQ2&v=e5cf8f64
M H2N-28,35191333,M H2N-28,1 kg,84836020,95.60,https://store.konecranes.com/medias/35191333.jpg?context=bWFzdGVyfGltYWdlc3wxMTEwODF8aW1hZ2UvanBlZ3xpbWFnZXMvaDY4L2gxMC84OTI4MzAyNDMyMjg2LmpwZ3w0NGQ5MjM4YjI1ZTUyNjNjMzU5MDNlNGVmODM3OWMyZDk1NmFkZDBkM2ZlNjhmNmU5MWFiNDc2NThhNmZkOTAy&v=e5cf8f64
FG06,35055133,FG06,1.16 kg,84839089,402.28,https://store.konecranes.com/medias/35055133.jpg?context=bWFzdGVyfGltYWdlc3wxNDMxNTl8aW1hZ2UvanBlZ3xpbWFnZXMvaDRiL2hjNy84OTI4Mjk5NTQ4NzAyLmpwZ3wyYWRhOWE2YzllNmZmNWRkOGUyNDdkNzM1NzliNTliOTc0ZjhlNzQ0NTQyM2QxYmMxZGNlNDEwZWY4MDFmYzAz&v=e5cf8f64
BD060,75163633,BD060,0.66 kg,85030099,221.48,https://store.konecranes.com/medias/75163633.jpg?context=bWFzdGVyfGltYWdlc3wyODQxMHxpbWFnZS9qcGVnfGltYWdlcy9oZGUvaGNhLzkwMTU1MzM2NjYzMzQuanBnfDViOGUxMjgyMGNkYTM3MjI3NDg0ZWYxMDBjZTU1YmE4MjgzMmI0NjBmM2UxMjRmYWVlMmJiMjkzOWI4YTRkZGI&v=e5cf8f64
180 - DMR 1+2-rol.,71303433,180 - DMR       1+2-ROL.,1.8 kg,84311000,,https://store.konecranes.com/medias/71303433.jpg?context=bWFzdGVyfGltYWdlc3wyNjMzMXxpbWFnZS9qcGVnfGltYWdlcy9oOWEvaGQxLzg5Mjc2NzgxMzYzNTAuanBnfDNhMzZjOGRjOTdhOWE4ZDk0OTVhYzgxYzFhY2RiN2QxNGZkNGI5YTgyNjhjOGI4MzZlNGEyMDJjM2E4OWFmZGE&v=e5cf8f64
FG08 KB112-140,71731033,FG08 KB112-140,0.8 kg,73181900,149.16,https://store.konecranes.com/medias/71731033.jpg?context=bWFzdGVyfGltYWdlc3wxNDA2Mzl8aW1hZ2UvanBlZ3xpbWFnZXMvaGFlL2gyYy84OTI4MDc2NzkxODM4LmpwZ3w2NGU0ZGZhZTMxOTQ5NTQ2OTEyYzI2NWY0NWNlNWI2ZGMwYjk0OGI4MzUxYzVkYWYwMzA5MzM1YTg2ZDU2MzA3&v=e5cf8f64
180 - DMR 3,91260833,180 - DMR 3,0.26 kg,84311000,55.82,https://store.konecranes.com/medias/91260833.jpg?context=bWFzdGVyfGltYWdlc3wyNjY0NHxpbWFnZS9qcGVnfGltYWdlcy9oMTEvaDIwLzg5Mjc4MDg2MTg1MjYuanBnfDFkN2QzNGQyYTIzZjBiNWY2MGU4NTQ3MzBhMmUxZTRiY2FmMjIyYjlkYjZiNWFmZTEzYjkzNzk1YWI1ZWE5N2E&v=e5cf8f64
Pole-changeable 30 impulse DMR 3- 5,90213533,POLU    30 IMP.-DMR 3- 5,0.2 kg,84311000,,https://store.konecranes.com/medias/90213533.jpg?context=bWFzdGVyfGltYWdlc3wyNzU1NXxpbWFnZS9qcGVnfGltYWdlcy9oY2EvaGU1Lzg5Mjc3MTc5ODIyMzguanBnfGY2MTM5MDhlY2RmN2E1YjExMGRiYWQwMzMzMDNiZjZmZWM2NjdlMTE4MDdkMjJmZTI5MWRhZTJmZTQzOWEyNjM&v=e5cf8f64
SGG - DMR,75181033,SGG - DMR,0.57 kg,85365080,428.27,https://store.konecranes.com/medias/75181033.jpg?context=bWFzdGVyfGltYWdlc3wzNDQ1NXxpbWFnZS9qcGVnfGltYWdlcy9oZTcvaGQ3Lzg5MjkzMjA2NjUxMTguanBnfDExYzc4ZGViMzgyN2U3MmNlMTg1MmMyNWVmODk0MTNhOTFlMDM1ZjdmZGJhNjAwZGM2YWUyNzFhNjEwNDA5MGI&v=e5cf8f64
FG06,35055233,FG06,0.36 kg,40082190,126.56,https://store.konecranes.com/medias/35055233.jpg?context=bWFzdGVyfGltYWdlc3w1NjQ1M3xpbWFnZS9qcGVnfGltYWdlcy9oMjYvaDlhLzg5Mjc3MjU4NDY1NTguanBnfDY2YTU0OTUxZjE0MDk4YWY3ZGJkYjIwOTlhZmE4M2I5MzIwM2NhMTRlMmRjYmM2NDFhM2M1ZWI0NDVmMmU4MmY&v=e5cf8f64
,52263115,MT10-E178V,0.16 kg,85030099,,https://store.konecranes.com/medias/52263115.jpg?context=bWFzdGVyfGltYWdlc3wzMzYzMnxpbWFnZS9qcGVnfGltYWdlcy9oMTIvaDRjLzg5OTU2MzUzMzExMDIuanBnfDQ2ZDVhZDRhOGE1Yjc4YmU4NmVjMTJiMWY1NjI0NjllN2FiZDczZTIyYmU2MzkxZjg4ODdjMzdlZWYxYzg4N2M&v=e5cf8f64
"KB 71, 80",10015084,"KB  71, 80",0.05 kg,90318020,,
BD015 170V,75162533,BD015  170V,2.49 kg,85059090,,
DMR 3 - Co-Axial,90013133,DMR 3 - CO-AXIAL,0.03 kg,68159900,,
ZBV112A4 BD030 - 220V 50Hz,26935533,ZBV112A4   BD030-A30/40,33.2 kg,85015100,,
,91267133,"E 1,6T 180/ 7",16.5 kg,,,
DMR 3 H30,90028233,DMR 3     H30,2.73 kg,73269098,,
2 FDMR 3/5,90113633,2 FDMR 3/5,0.5 kg,84311000,,
DMR 3 H20,90028133,DMR 3     H20,2.1 kg,73269098,,
DMR 3/5,75104433,DMR 3/5,0.56 kg,84311000,,
DMR 3/5 - 2/1,75130533,DMR 3/5 - 2/1,0.27 kg,84311000,,
DMR 3 7 H20 4/1 - 44.9m 1Am-4m,90090533,DMR 3    7  H20 4/1,10.17 kg,73121081,,
BS ZBV112-BD030,75050533,BS ZBV112-BD030,2.85 kg,85030099,,
AS ZBV/T112-A30/40,75050333,AS ZBV/T112-A30/40,1.85 kg,85030099,,
BS ZBV/T112-BD010/015,75030533,BS ZBV/T112-BD010/015,2.85 kg,85030099,,
DMR 3,90021033,DMR 3,1.65 kg,84311000,,
BD030- 30.0 Nm,75054633,"BD030- 30,0 NM",5.35 kg,84311000,,
"MOD 4,0t - DMR 3",91204433,"MOD  4,0T - DMR 3",2.12 kg,85353010,,
DMR 3 bottom flange,75114533,DMR 3 FUßFLANSCH,0.06 kg,40082190,,
"MOD 2,5t - DMR 3",91204233,"MOD  2,5T - DMR 3",2.09 kg,85353010,,
,75187133,NM38730DNR2V,5.46 kg,85059090,,
,75187433,NM38734DNR2V,5.4 kg,85059090,,
VFC32P,91713633,VFC32P,0.42 kg,85030099,,
"KB 90, 100",10015184,"KB  90,100",0.05 kg,90318020,,
ZBV112C12/2BD030 - 380-415V 50Hz,26930233,ZBV112C12/2BD030-A30/40,53.5 kg,85015100,,
,91267033,"E 1,6T 180/ 7",17.3 kg,,,
1 FDMR 3,90060633,1 FDMR 3,1.4 kg,84311000,,
MOD DMR 3,91203633,MOD DMR 3,0.45 kg,73182900,,
DMR 3,90020533,DMR 3,6.48 kg,84311000,453.13,
DMR 3 7 H20 2/1 - 43.3m 1Am-4m,90090133,DMR 3    7  H20 2/1,10.05 kg,73121081,,
"MOD 2,0t - DMR 3",91204133,"MOD  2,0T - DMR 3",2.08 kg,85353010,,
,75188033,MBV100,0.6 kg,,,
"MOD 3,2t - DMR 3",91204333,"MOD  3,2T - DMR 3",2.1 kg,85353010,,
ZBV112B12/2BD030 - 380-415V 50Hz,26930133,ZBV112B12/2BD030-A30/40,44 kg,85015100,,
ZBV112B4 BD060 - 220V 50Hz,26935133,ZBV112B4   BD060-A30/40,49.1 kg,85015100,,
DMR 3 H12,90028033,DMR 3     H12,1.43 kg,73269098,,
KB 112,10015284,KB 112,0.02 kg,90318020,,
7 - DMR 3,75130033,7 - DMR 3,1.15 kg,84311000,,
BD060- 60.0 Nm,75064533,"BD060- 60,0 NM",7.4 kg,84311000,,
DMR 3-x/1 -1Am-4m,75111033,DMR 3-X/1    -1AM-4M,0.47 kg,84311000,,
DMR 3 7 H12 4/1 - 28.9m 1Am-4m,90090433,DMR 3    7  H12 4/1,6.87 kg,73121081,,
"M32X1,5 NW24",82157244,"M32X1,5 NW24",0.01 kg,39269097,8.36,
7 - DMR 3/ 5,75110033,7 - DMR 3/ 5,0.31 kg,84311000,,
BD030 170V,75163033,BD030  170V,3.87 kg,85059090,,
,75187033,NM38720DNR2V,3.7 kg,85059090,,
ZBV-DMR 3,75182533,ZBV-DMR 3,0.06 kg,85030099,,
VFC 24MM 64P - DMR 3- 5,91713833,VFC 24MM 64P - DMR 3- 5,0.09 kg,85030099,,
ZBV112A12/2BD015 - 380-415V 50Hz,26932133,ZBV112A12/2BD015-A30/40,35.3 kg,85015100,,
40x 65 - DMR 3,71207033,40X 65 - DMR 3,0.88 kg,73182900,,
FG08,71739844,FG08,0.82 kg,82041100,,
DMR 3 7 H12 2/1 - 27.3m 1Am-4m,90090033,DMR 3    7  H12 2/1,6.53 kg,73121081,,
BD015- 15.0 Nm,75034333,"BD015- 15,0 NM",3.45 kg,84311000,,
DMR 3 7 H30 4/1 - 64.9m 1Am-4m,90090633,DMR 3    7  H30 4/1,14.82 kg,73121081,,
DMR 3 7 H30 2/1 - 63.3m 1Am-4m,90090233,DMR 3    7  H30 2/1,19.17 kg,73121081,,
BS ZBV112A4-BD030/060,75050433,BS ZBV112A4-BD030/060,2.85 kg,85030099,,
Hood FG06-KB71-112,35059033,HAUBE FG06-KB71-112,0.4 kg,84839089,,https://store.konecranes.com/medias/35059033.jpg?context=bWFzdGVyfGltYWdlc3wzNjMzNHxpbWFnZS9qcGVnfGltYWdlcy9oY2MvaDdiLzg5MjgyMTM4Mjc2MTQuanBnfDVlNTJjMDYyYzI5YjIzYTAxMjQ4OTlhMmY1ZGM5ZmM3NjYwMGQxODQ1MGQ1NGU3NGQwZjRkMzY5N2ZiNDQ5YTg&v=e5cf8f64
BD060,75163933,BD060,0.1 kg,85030099,,https://store.konecranes.com/medias/75163933.jpg?context=bWFzdGVyfGltYWdlc3wzNDUwNHxpbWFnZS9qcGVnfGltYWdlcy9oNGMvaGMzLzg5MjkzMDkxOTYzMTguanBnfDZjMDEzMzZjNmUwMTU5YzFkNjliZTkyZDdhOWVlYWVkZjk4ZGMzN2YyNjEzNmM1MTRiMGIxOGVmYTgyYTJiMTk&v=e5cf8f64
